Outcome,AnimalNumber,Species,DateTime
Adoption,A0984,Dog,2024-12-27 09:51:26.694356
Adoption,A0871,Cat,2024-12-27 11:29:26.694356
Adoption,A0786,Dog,2024-12-27 11:32:26.694356
Adoption,A0851,Dog,2024-12-27 13:14:26.694356
Adoption,A0717,Dog,2024-12-27 15:05:26.694356
Adoption,A0954,Dog,2024-12-27 18:47:26.694356
Adoption,A0732,Dog,2024-12-27 21:20:26.694356
Adoption,A0568,Cat,2024-12-28 09:32:26.694356
Adoption,A0500,Dog,2024-12-28 10:06:26.694356
Adoption,A0194,Dog,2024-12-28 11:17:26.694356
Adoption,A0544,Dog,2024-12-28 11:41:26.694356
Adoption,A0296,Dog,2024-12-28 11:42:26.694356
Adoption,A0139,Dog,2024-12-28 11:57:26.694356
Adoption,A0492,Dog,2024-12-28 12:20:26.694356
Adoption,A0698,Cat,2024-12-28 13:02:26.694356
Adoption,A0102,Cat,2024-12-28 13:18:26.694356
Adoption,A0236,Cat,2024-12-28 14:22:26.694356
Adoption,A0145,Other,2024-12-28 15:07:26.694356
Adoption,A0107,Cat,2024-12-28 15:22:26.694356
Adoption,A0434,Cat,2024-12-28 16:15:26.694356
Adoption,A0491,Dog,2024-12-28 18:35:26.694356
Adoption,A0279,Dog,2024-12-28 20:46:26.694356
Adoption,A0551,Dog,2024-12-29 08:57:26.694356
Adoption,A0445,Dog,2024-12-29 09:53:26.694356
Adoption,A0230,Cat,2024-12-29 11:20:26.694356
Adoption,A0179,Dog,2024-12-29 11:53:26.694356
Adoption,A0222,Cat,2024-12-29 12:38:26.694356
Adoption,A0055,Other,2024-12-29 12:47:26.694356
Adoption,A0070,Cat,2024-12-29 14:40:26.694356
Adoption,A0689,Cat,2024-12-29 14:59:26.694356
Adoption,A0229,Dog,2024-12-29 15:12:26.694356
Adoption,A0024,Dog,2024-12-29 15:22:26.694356
Adoption,A0238,Cat,2024-12-29 15:31:26.694356
Adoption,A0410,Dog,2024-12-29 15:58:26.694356
Adoption,A0330,Dog,2024-12-29 16:05:26.694356
Adoption,A0579,Dog,2024-12-29 17:23:26.694356
Adoption,A0295,Dog,2024-12-29 17:33:26.694356
Adoption,A0413,Dog,2024-12-29 17:56:26.694356
Adoption,A0019,Dog,2024-12-29 18:53:26.694356
Adoption,A0962,Dog,2024-12-31 12:08:26.694356
Adoption,A0886,Cat,2024-12-31 14:18:26.694356
Adoption,A0797,Other,2024-12-31 14:56:26.694356
Adoption,A0779,Dog,2024-12-31 16:29:26.694356
Adoption,A0736,Cat,2024-12-31 17:03:26.694356
Adoption,A0788,Dog,2025-01-01 09:34:26.694356
Adoption,A0925,Dog,2025-01-01 11:58:26.694356
Adoption,A0938,Dog,2025-01-01 12:40:26.694356
Adoption,A0964,Dog,2025-01-02 09:34:26.694356
Adoption,A0759,Dog,2025-01-02 12:37:26.694356
Adoption,A0997,Dog,2025-01-02 15:06:26.694356
Adoption,A0846,Cat,2025-01-02 15:38:26.694356
Adoption,A0828,Dog,2025-01-03 11:02:26.694356
Adoption,A0776,Dog,2025-01-03 15:02:26.694356
Adoption,A0915,Dog,2025-01-03 16:08:26.694356
Adoption,A0935,Cat,2025-01-03 18:40:26.694356
Adoption,A0401,Dog,2025-01-04 10:54:26.694356
Adoption,A0262,Dog,2025-01-04 12:12:26.694356
Adoption,A0396,Dog,2025-01-04 12:18:26.694356
Adoption,A0041,Cat,2025-01-04 12:35:26.694356
Adoption,A0344,Dog,2025-01-04 12:36:26.694356
Adoption,A0223,Dog,2025-01-04 12:48:26.694356
Adoption,A0267,Dog,2025-01-04 13:55:26.694356
Adoption,A0308,Dog,2025-01-04 14:08:26.694356
Adoption,A0017,Dog,2025-01-04 15:26:26.694356
Adoption,A0567,Dog,2025-01-04 15:40:26.694356
Adoption,A0144,Dog,2025-01-04 16:31:26.694356
Adoption,A0199,Dog,2025-01-04 17:58:26.694356
Adoption,A0506,Dog,2025-01-04 19:09:26.694356
Adoption,A0163,Dog,2025-01-05 10:35:26.694356
Adoption,A0069,Dog,2025-01-05 10:48:26.694356
Adoption,A0336,Dog,2025-01-05 11:46:26.694356
Adoption,A0547,Dog,2025-01-05 13:55:26.694356
Adoption,A0049,Dog,2025-01-05 14:54:26.694356
Adoption,A0244,Dog,2025-01-05 15:21:26.694356
Adoption,A0466,Other,2025-01-05 16:04:26.694356
Adoption,A0073,Dog,2025-01-05 16:08:26.694356
Adoption,A0595,Dog,2025-01-05 16:09:26.694356
Adoption,A0371,Dog,2025-01-05 18:51:26.694356
Adoption,A0885,Dog,2025-01-06 15:56:26.694356
Adoption,A0872,Dog,2025-01-07 09:13:26.694356
Adoption,A0742,Dog,2025-01-07 11:54:26.694356
Adoption,A0837,Dog,2025-01-07 13:56:26.694356
Adoption,A0910,Dog,2025-01-07 14:52:26.694356
Adoption,A0972,Dog,2025-01-08 13:22:26.694356
Adoption,A0963,Dog,2025-01-09 09:03:26.694356
Adoption,A0755,Dog,2025-01-09 15:27:26.694356
Adoption,A0991,Dog,2025-01-10 09:19:26.694356
Adoption,A0764,Dog,2025-01-10 15:43:26.694356
Adoption,A0146,Dog,2025-01-11 09:09:26.694356
Adoption,A0368,Other,2025-01-11 09:15:26.694356
Adoption,A0690,Dog,2025-01-11 09:19:26.694356
Adoption,A0118,Cat,2025-01-11 09:23:26.694356
Adoption,A0503,Dog,2025-01-11 12:27:26.694356
Adoption,A0667,Dog,2025-01-11 15:10:26.694356
Adoption,A0522,Dog,2025-01-11 15:17:26.694356
Adoption,A0299,Cat,2025-01-11 15:20:26.694356
Adoption,A0652,Cat,2025-01-11 15:32:26.694356
Adoption,A0536,Cat,2025-01-11 15:55:26.694356
Adoption,A0249,Cat,2025-01-11 16:01:26.694356
Adoption,A0516,Other,2025-01-11 18:08:26.694356
Adoption,A0464,Cat,2025-01-11 19:20:26.694356
Adoption,A0545,Cat,2025-01-11 20:25:26.694356
Adoption,A0242,Dog,2025-01-12 09:42:26.694356
Adoption,A0467,Dog,2025-01-12 10:35:26.694356
Adoption,A0380,Dog,2025-01-12 10:59:26.694356
Adoption,A0456,Dog,2025-01-12 11:45:26.694356
Adoption,A0182,Dog,2025-01-12 14:31:26.694356
Adoption,A0201,Other,2025-01-12 14:59:26.694356
Adoption,A0071,Dog,2025-01-12 15:16:26.694356
Adoption,A0259,Other,2025-01-12 15:22:26.694356
Adoption,A0252,Dog,2025-01-12 16:14:26.694356
Adoption,A0800,Cat,2025-01-13 16:21:26.694356
Adoption,A0737,Dog,2025-01-13 16:27:26.694356
Adoption,A0852,Dog,2025-01-13 20:17:26.694356
Adoption,A0965,Dog,2025-01-14 10:16:26.694356
Adoption,A0901,Dog,2025-01-14 16:54:26.694356
Adoption,A0993,Dog,2025-01-15 09:28:26.694356
Adoption,A0882,Cat,2025-01-15 11:22:26.694356
Adoption,A0731,Cat,2025-01-15 15:52:26.694356
Adoption,A0878,Cat,2025-01-15 17:23:26.694356
Adoption,A0892,Dog,2025-01-16 10:08:26.694356
Adoption,A0739,Dog,2025-01-17 16:57:26.694356
Adoption,A0681,Cat,2025-01-18 09:08:26.694356
Adoption,A0594,Dog,2025-01-18 10:00:26.694356
Adoption,A0123,Dog,2025-01-18 10:19:26.694356
Adoption,A0044,Other,2025-01-18 10:48:26.694356
Adoption,A0289,Dog,2025-01-18 11:00:26.694356
Adoption,A0430,Dog,2025-01-18 11:10:26.694356
Adoption,A0175,Dog,2025-01-18 11:11:26.694356
Adoption,A0343,Cat,2025-01-18 12:25:26.694356
Adoption,A0644,Dog,2025-01-18 13:25:26.694356
Adoption,A0059,Dog,2025-01-18 14:34:26.694356
Adoption,A0271,Cat,2025-01-18 16:22:26.694356
Adoption,A0104,Cat,2025-01-18 17:31:26.694356
Adoption,A0586,Dog,2025-01-19 09:21:26.694356
Adoption,A0114,Dog,2025-01-19 09:42:26.694356
Adoption,A0202,Cat,2025-01-19 10:57:26.694356
Adoption,A0085,Dog,2025-01-19 12:39:26.694356
Adoption,A0006,Cat,2025-01-19 13:06:26.694356
Adoption,A0125,Dog,2025-01-19 13:39:26.694356
Adoption,A0435,Cat,2025-01-19 14:04:26.694356
Adoption,A0109,Cat,2025-01-19 15:07:26.694356
Adoption,A0061,Dog,2025-01-19 15:28:26.694356
Adoption,A0461,Dog,2025-01-19 15:36:26.694356
Adoption,A0316,Dog,2025-01-19 17:11:26.694356
Adoption,A0695,Cat,2025-01-19 18:15:26.694356
Adoption,A0358,Dog,2025-01-19 18:19:26.694356
Adoption,A0342,Dog,2025-01-19 20:34:26.694356
Adoption,A0896,Cat,2025-01-20 09:06:26.694356
Adoption,A0971,Dog,2025-01-20 14:44:26.694356
Adoption,A0824,Dog,2025-01-20 15:00:26.694356
Adoption,A0889,Dog,2025-01-21 09:02:26.694356
Adoption,A0709,Other,2025-01-22 09:36:26.694356
Adoption,A0705,Dog,2025-01-22 15:27:26.694356
Adoption,A0950,Dog,2025-01-22 15:49:26.694356
Adoption,A0728,Dog,2025-01-23 12:00:26.694356
Adoption,A0951,Dog,2025-01-23 16:20:26.694356
Adoption,A0922,Other,2025-01-24 09:52:26.694356
Adoption,A0845,Cat,2025-01-24 15:16:26.694356
Adoption,A0204,Dog,2025-01-25 08:49:26.694356
Adoption,A0124,Cat,2025-01-25 09:20:26.694356
Adoption,A0302,Dog,2025-01-25 09:26:26.694356
Adoption,A0151,Dog,2025-01-25 09:27:26.694356
Adoption,A0606,Dog,2025-01-25 09:47:26.694356
Adoption,A0489,Dog,2025-01-25 10:23:26.694356
Adoption,A0105,Dog,2025-01-25 12:43:26.694356
Adoption,A0686,Cat,2025-01-25 13:39:26.694356
Adoption,A0676,Dog,2025-01-25 14:35:26.694356
Adoption,A0418,Dog,2025-01-25 15:16:26.694356
Adoption,A0046,Dog,2025-01-25 16:10:26.694356
Adoption,A0258,Dog,2025-01-25 16:50:26.694356
Adoption,A0643,Other,2025-01-25 17:27:26.694356
Adoption,A0053,Dog,2025-01-25 17:33:26.694356
Adoption,A0541,Dog,2025-01-26 09:47:26.694356
Adoption,A0589,Dog,2025-01-26 10:33:26.694356
Adoption,A0604,Cat,2025-01-26 10:33:26.694356
Adoption,A0535,Other,2025-01-26 13:31:26.694356
Adoption,A0571,Cat,2025-01-26 14:03:26.694356
Adoption,A0079,Dog,2025-01-26 17:28:26.694356
Adoption,A0677,Dog,2025-01-26 17:36:26.694356
Adoption,A0849,Dog,2025-01-27 12:59:26.694356
Adoption,A0780,Dog,2025-01-28 18:25:26.694356
Adoption,A0839,Dog,2025-01-30 10:52:26.694356
Adoption,A0900,Cat,2025-01-30 15:59:26.694356
Adoption,A0902,Dog,2025-01-30 18:56:26.694356
Adoption,A0869,Dog,2025-01-31 11:34:26.694356
Adoption,A0766,Dog,2025-01-31 12:10:26.694356
Adoption,A0945,Dog,2025-01-31 12:29:26.694356
Adoption,A0916,Dog,2025-01-31 16:32:26.694356
Adoption,A0859,Cat,2025-01-31 20:58:26.694356
Adoption,A0245,Cat,2025-02-01 09:27:26.694356
Adoption,A0012,Dog,2025-02-01 11:36:26.694356
Adoption,A0314,Dog,2025-02-01 11:57:26.694356
Adoption,A0011,Dog,2025-02-01 13:06:26.694356
Adoption,A0189,Dog,2025-02-01 13:10:26.694356
Adoption,A0598,Dog,2025-02-01 14:01:26.694356
Adoption,A0672,Dog,2025-02-01 15:23:26.694356
Adoption,A0254,Cat,2025-02-01 15:26:26.694356
Adoption,A0280,Dog,2025-02-01 18:07:26.694356
Adoption,A0111,Cat,2025-02-01 18:07:26.694356
Adoption,A0298,Cat,2025-02-02 09:09:26.694356
Adoption,A0507,Dog,2025-02-02 10:15:26.694356
Adoption,A0639,Dog,2025-02-02 10:26:26.694356
Adoption,A0220,Dog,2025-02-02 10:29:26.694356
Adoption,A0576,Cat,2025-02-02 11:54:26.694356
Adoption,A0642,Cat,2025-02-02 11:57:26.694356
Adoption,A0490,Dog,2025-02-02 12:24:26.694356
Adoption,A0558,Dog,2025-02-02 12:36:26.694356
Adoption,A0523,Dog,2025-02-02 12:57:26.694356
Adoption,A0126,Dog,2025-02-02 14:57:26.694356
Adoption,A0566,Other,2025-02-02 15:56:26.694356
Adoption,A0621,Cat,2025-02-02 16:31:26.694356
Adoption,A0027,Dog,2025-02-02 16:38:26.694356
Adoption,A0348,Cat,2025-02-02 16:39:26.694356
Adoption,A0675,Dog,2025-02-02 16:40:26.694356
Adoption,A0654,Dog,2025-02-02 16:51:26.694356
Adoption,A0439,Dog,2025-02-02 19:49:26.694356
Adoption,A0770,Dog,2025-02-03 09:43:26.694356
Adoption,A0894,Dog,2025-02-04 10:19:26.694356
Adoption,A0747,Dog,2025-02-04 12:32:26.694356
Adoption,A0879,Dog,2025-02-04 15:13:26.694356
Adoption,A0822,Dog,2025-02-05 10:19:26.694356
Adoption,A0813,Dog,2025-02-06 13:01:26.694356
Adoption,A0757,Dog,2025-02-06 13:08:26.694356
Adoption,A0818,Dog,2025-02-06 18:46:26.694356
Adoption,A0995,Dog,2025-02-06 21:03:26.694356
Adoption,A0932,Dog,2025-02-07 21:27:26.694356
Adoption,A0156,Dog,2025-02-08 09:24:26.694356
Adoption,A0429,Cat,2025-02-08 10:59:26.694356
Adoption,A0197,Dog,2025-02-08 11:24:26.694356
Adoption,A0575,Dog,2025-02-08 16:21:26.694356
Adoption,A0173,Cat,2025-02-08 17:20:26.694356
Adoption,A0623,Cat,2025-02-08 17:20:26.694356
Adoption,A0635,Dog,2025-02-08 17:21:26.694356
Adoption,A0683,Dog,2025-02-08 18:14:26.694356
Adoption,A0477,Dog,2025-02-08 21:56:26.694356
Adoption,A0086,Cat,2025-02-09 09:20:26.694356
Adoption,A0514,Cat,2025-02-09 10:05:26.694356
Adoption,A0148,Dog,2025-02-09 10:46:26.694356
Adoption,A0143,Dog,2025-02-09 10:53:26.694356
Adoption,A0665,Dog,2025-02-09 11:04:26.694356
Adoption,A0338,Cat,2025-02-09 11:19:26.694356
Adoption,A0051,Cat,2025-02-09 11:25:26.694356
Adoption,A0646,Cat,2025-02-09 12:01:26.694356
Adoption,A0438,Dog,2025-02-09 15:09:26.694356
Adoption,A0081,Cat,2025-02-09 18:09:26.694356
Adoption,A0064,Dog,2025-02-09 18:37:26.694356
Adoption,A0790,Dog,2025-02-10 11:33:26.694356
Adoption,A0761,Dog,2025-02-11 09:05:26.694356
Adoption,A0921,Cat,2025-02-11 12:10:26.694356
Adoption,A0791,Dog,2025-02-12 09:40:26.694356
Adoption,A0855,Dog,2025-02-12 12:05:26.694356
Adoption,A0908,Cat,2025-02-12 14:55:26.694356
Adoption,A0827,Dog,2025-02-12 17:22:26.694356
Adoption,A0751,Dog,2025-02-13 08:33:26.694356
Adoption,A0996,Dog,2025-02-13 16:54:26.694356
Adoption,A0983,Dog,2025-02-13 21:25:26.694356
Adoption,A0703,Cat,2025-02-14 09:37:26.694356
Adoption,A0934,Cat,2025-02-14 10:01:26.694356
Adoption,A0870,Dog,2025-02-14 10:18:26.694356
Adoption,A0169,Dog,2025-02-15 09:57:26.694356
Adoption,A0100,Cat,2025-02-15 10:23:26.694356
Adoption,A0153,Dog,2025-02-15 10:30:26.694356
Adoption,A0036,Dog,2025-02-15 11:52:26.694356
Adoption,A0004,Other,2025-02-15 12:51:26.694356
Adoption,A0457,Dog,2025-02-15 15:25:26.694356
Adoption,A0442,Dog,2025-02-15 15:42:26.694356
Adoption,A0084,Cat,2025-02-15 15:59:26.694356
Adoption,A0152,Cat,2025-02-15 16:16:26.694356
Adoption,A0211,Cat,2025-02-15 16:31:26.694356
Adoption,A0501,Dog,2025-02-16 09:34:26.694356
Adoption,A0660,Dog,2025-02-16 10:24:26.694356
Adoption,A0524,Dog,2025-02-16 10:42:26.694356
Adoption,A0307,Dog,2025-02-16 11:12:26.694356
Adoption,A0476,Dog,2025-02-16 11:23:26.694356
Adoption,A0260,Cat,2025-02-16 11:23:26.694356
Adoption,A0256,Dog,2025-02-16 11:30:26.694356
Adoption,A0090,Dog,2025-02-16 11:33:26.694356
Adoption,A0651,Cat,2025-02-16 11:43:26.694356
Adoption,A0437,Dog,2025-02-16 11:51:26.694356
Adoption,A0332,Cat,2025-02-16 12:18:26.694356
Adoption,A0550,Cat,2025-02-16 14:36:26.694356
Adoption,A0548,Dog,2025-02-16 15:13:26.694356
Adoption,A0509,Dog,2025-02-16 16:53:26.694356
Adoption,A0035,Dog,2025-02-16 17:20:26.694356
Adoption,A0290,Cat,2025-02-16 18:03:26.694356
Adoption,A0958,Dog,2025-02-17 10:43:26.694356
Adoption,A0809,Cat,2025-02-18 09:32:26.694356
Adoption,A0973,Cat,2025-02-18 09:46:26.694356
Adoption,A0890,Dog,2025-02-18 14:41:26.694356
Adoption,A0957,Dog,2025-02-18 16:02:26.694356
Adoption,A0795,Dog,2025-02-19 11:57:26.694356
Adoption,A0895,Dog,2025-02-19 14:44:26.694356
Adoption,A0710,Dog,2025-02-19 15:31:26.694356
Adoption,A0985,Dog,2025-02-20 15:28:26.694356
Adoption,A0933,Cat,2025-02-20 17:07:26.694356
Adoption,A0749,Cat,2025-02-21 10:24:26.694356
Adoption,A0679,Cat,2025-02-22 10:07:26.694356
Adoption,A0629,Dog,2025-02-22 10:21:26.694356
Adoption,A0113,Dog,2025-02-22 12:22:26.694356
Adoption,A0374,Dog,2025-02-22 12:23:26.694356
Adoption,A0246,Dog,2025-02-22 13:28:26.694356
Adoption,A0584,Dog,2025-02-22 14:40:26.694356
Adoption,A0065,Dog,2025-02-22 14:41:26.694356
Adoption,A0345,Dog,2025-02-22 15:37:26.694356
Adoption,A0482,Dog,2025-02-22 15:45:26.694356
Adoption,A0415,Dog,2025-02-22 15:53:26.694356
Adoption,A0227,Cat,2025-02-22 16:17:26.694356
Adoption,A0397,Cat,2025-02-23 11:47:26.694356
Adoption,A0613,Dog,2025-02-23 12:39:26.694356
Adoption,A0277,Dog,2025-02-23 13:24:26.694356
Adoption,A0673,Cat,2025-02-23 13:59:26.694356
Adoption,A0092,Dog,2025-02-23 14:58:26.694356
Adoption,A0327,Dog,2025-02-23 15:50:26.694356
Adoption,A0048,Dog,2025-02-23 15:51:26.694356
Adoption,A0075,Cat,2025-02-23 18:00:26.694356
Adoption,A0329,Dog,2025-02-23 20:54:26.694356
Adoption,A0913,Dog,2025-02-24 16:16:26.694356
Adoption,A0831,Cat,2025-02-25 11:24:26.694356
Adoption,A0946,Dog,2025-02-26 10:11:26.694356
Adoption,A0899,Dog,2025-02-26 11:58:26.694356
Adoption,A0723,Dog,2025-02-26 18:11:26.694356
Adoption,A0702,Cat,2025-02-27 10:39:26.694356
Adoption,A0857,Dog,2025-02-27 16:26:26.694356
Adoption,A0750,Dog,2025-02-28 14:19:26.694356
Adoption,A0854,Cat,2025-02-28 15:32:26.694356
Adoption,A0694,Cat,2025-03-01 08:06:26.694356
Adoption,A0268,Cat,2025-03-01 10:02:26.694356
Adoption,A0265,Cat,2025-03-01 10:36:26.694356
Adoption,A0636,Other,2025-03-01 10:51:26.694356
Adoption,A0483,Dog,2025-03-01 10:59:26.694356
Adoption,A0009,Dog,2025-03-01 11:21:26.694356
